tempo_sk,data_completa,ano,mes,dia,dia_semana,trimestre,trimestre_fiscal,eh_fim_mes,eh_fim_trimestre,eh_fim_ano,eh_feriado_bancario
407,2014-10-12,2014,10,12,Sunday,4,4,False,False,False,False
408,2014-10-13,2014,10,13,Monday,4,4,False,False,False,True
409,2014-10-14,2014,10,14,Tuesday,4,4,False,False,False,False
410,2014-10-15,2014,10,15,Wednesday,4,4,False,False,False,False
411,2014-10-16,2014,10,16,Thursday,4,4,False,False,False,False
412,2014-10-17,2014,10,17,Friday,4,4,False,False,False,False
413,2014-10-18,2014,10,18,Saturday,4,4,False,False,False,False
414,2014-10-19,2014,10,19,Sunday,4,4,False,False,False,False
415,2014-10-20,2014,10,20,Monday,4,4,False,False,False,False
416,2014-10-21,2014,10,21,Tuesday,4,4,False,False,False,False
417,2014-10-22,2014,10,22,Wednesday,4,4,False,False,False,False
418,2014-10-23,2014,10,23,Thursday,4,4,False,False,False,False
419,2014-10-24,2014,10,24,Friday,4,4,False,False,False,False
420,2014-10-25,2014,10,25,Saturday,4,4,False,False,False,False
421,2014-10-26,2014,10,26,Sunday,4,4,False,False,False,False
422,2014-10-27,2014,10,27,Monday,4,4,False,False,False,False
423,2014-10-28,2014,10,28,Tuesday,4,4,False,False,False,False
424,2014-10-29,2014,10,29,Wednesday,4,4,False,False,False,False
425,2014-10-30,2014,10,30,Thursday,4,4,False,False,False,False
426,2014-10-31,2014,10,31,Friday,4,4,True,False,False,False
427,2014-11-01,2014,11,1,Saturday,4,4,False,False,False,False
428,2014-11-02,2014,11,2,Sunday,4,4,False,False,False,False
429,2014-11-03,2014,11,3,Monday,4,4,False,False,False,False
430,2014-11-04,2014,11,4,Tuesday,4,4,False,False,False,False
431,2014-11-05,2014,11,5,Wednesday,4,4,False,False,False,False
432,2014-11-06,2014,11,6,Thursday,4,4,False,False,False,False
433,2014-11-07,2014,11,7,Friday,4,4,False,False,False,False
434,2014-11-08,2014,11,8,Saturday,4,4,False,False,False,False
435,2014-11-09,2014,11,9,Sunday,4,4,False,False,False,False
436,2014-11-10,2014,11,10,Monday,4,4,False,False,False,False
437,2014-11-11,2014,11,11,Tuesday,4,4,False,False,False,True
438,2014-11-12,2014,11,12,Wednesday,4,4,False,False,False,False
439,2014-11-13,2014,11,13,Thursday,4,4,False,False,False,False
440,2014-11-14,2014,11,14,Friday,4,4,False,False,False,False
441,2014-11-15,2014,11,15,Saturday,4,4,False,False,False,False
442,2014-11-16,2014,11,16,Sunday,4,4,False,False,False,False
443,2014-11-17,2014,11,17,Monday,4,4,False,False,False,False
444,2014-11-18,2014,11,18,Tuesday,4,4,False,False,False,False
445,2014-11-19,2014,11,19,Wednesday,4,4,False,False,False,False
446,2014-11-20,2014,11,20,Thursday,4,4,False,False,False,False
447,2014-11-21,2014,11,21,Friday,4,4,False,False,False,False
448,2014-11-22,2014,11,22,Saturday,4,4,False,False,False,False
449,2014-11-23,2014,11,23,Sunday,4,4,False,False,False,False
450,2014-11-24,2014,11,24,Monday,4,4,False,False,False,False
451,2014-11-25,2014,11,25,Tuesday,4,4,False,False,False,False
452,2014-11-26,2014,11,26,Wednesday,4,4,False,False,False,False
453,2014-11-27,2014,11,27,Thursday,4,4,False,False,False,True
454,2014-11-28,2014,11,28,Friday,4,4,False,False,False,False
455,2014-11-29,2014,11,29,Saturday,4,4,False,False,False,False
456,2014-11-30,2014,11,30,Sunday,4,4,True,False,False,False
457,2014-12-01,2014,12,1,Monday,4,4,False,False,False,False
